question,symbol,target_price,direction,price_at_entry,vol,prob_predicted,actual_outcome,brier,volume,end_date,entry_days_before,already_hit
"Will the price of Bitcoin be above $78,000 on December 31?",BTC,78000.0,above,87609.03,0.4618,0.88,1.0,0.0144,283533.3,2025-12-31,7,True
"Will the price of Bitcoin be above $80,000 on December 31?",BTC,80000.0,above,87609.03,0.4618,0.8222,1.0,0.0316,89420.81,2025-12-31,7,True
"Will the price of Bitcoin be above $82,000 on December 31?",BTC,82000.0,above,87609.03,0.4618,0.7488,1.0,0.0631,214726.55,2025-12-31,7,True
"Will the price of Bitcoin be above $84,000 on December 31?",BTC,84000.0,above,87609.03,0.4618,0.6585,1.0,0.1166,264895.46,2025-12-31,7,True
"Will the price of Bitcoin be above $86,000 on December 31?",BTC,86000.0,above,87609.03,0.4618,0.5502,1.0,0.2024,341412.67,2025-12-31,7,True
"Will the price of Bitcoin be above $88,000 on December 31?",BTC,88000.0,above,87609.03,0.4618,0.4296,0.0,0.1846,455283.46,2025-12-31,7,False
"Will the price of Bitcoin be above $90,000 on December 31?",BTC,90000.0,above,87609.03,0.4618,0.3292,0.0,0.1084,300944.67,2025-12-31,7,False
"Will the price of Bitcoin be above $92,000 on December 31?",BTC,92000.0,above,87609.03,0.4618,0.2483,0.0,0.0617,354084.79,2025-12-31,7,False
"Will the price of Bitcoin be above $94,000 on December 31?",BTC,94000.0,above,87609.03,0.4618,0.1839,0.0,0.0338,311833.87,2025-12-31,7,False
"Will the price of Bitcoin be above $96,000 on December 31?",BTC,96000.0,above,87609.03,0.4618,0.1334,0.0,0.0178,247450.37,2025-12-31,7,False
"Will the price of Bitcoin be above $98,000 on December 31?",BTC,98000.0,above,87609.03,0.4618,0.0948,0.0,0.009,85337.04,2025-12-31,7,False
Will the price of Ethereum be greater than $2800 on May 16?,ETH,2800.0,above,2345.29,0.817,0.1263,0.0,0.016,461296.89,2025-05-16,7,False
Will the price of Ethereum be between $2700 and $2800 on May 16?,ETH,2700.0,above,2345.29,0.817,0.1736,0.0,0.0301,340287.98,2025-05-16,7,False
Will the price of Ethereum be between $2600 and $2700 on May 16?,ETH,2600.0,above,2345.29,0.817,0.235,0.0,0.0552,642409.54,2025-05-16,7,False
Will the price of Ethereum be between $2500 and $2600 on May 16?,ETH,2500.0,above,2345.29,0.817,0.3136,1.0,0.4711,574459.94,2025-05-16,7,False
Will the price of Ethereum be between $2300 and $2500 on May 16?,ETH,2300.0,above,2345.29,0.817,0.5387,0.0,0.2902,409064.31,2025-05-16,7,True
Will the price of Ethereum be between $2100 and $2300 on May 16?,ETH,2100.0,below,2345.29,0.817,0.2461,0.0,0.0606,187469.28,2025-05-16,7,False
Will the price of Ethereum be between $1900 and $2100 on May 16?,ETH,1900.0,below,2345.29,0.817,0.1049,0.0,0.011,156790.29,2025-05-16,7,False
Will the price of Ethereum be less than $1900 on May 16?,ETH,1900.0,below,2345.29,0.817,0.1049,0.0,0.011,166112.5,2025-05-16,7,False
"Bitcoin above $84,000 on March 28?",BTC,84000.0,above,84061.96,0.6908,0.4201,1.0,0.3363,2927270.8,2025-03-28,7,True
"Bitcoin above $83,000 on March 21?",BTC,83000.0,above,83980.49,0.6774,0.4525,1.0,0.2998,2923229.98,2025-03-21,7,True
"Will the price of Bitcoin be above $94,000 on November 16?",BTC,94000.0,above,104694.95,0.4528,0.8544,1.0,0.0212,572757.79,2025-11-16,7,True
"Will the price of Bitcoin be above $96,000 on November 16?",BTC,96000.0,above,104694.95,0.4528,0.7996,0.0,0.6394,587586.23,2025-11-16,7,True
"Will the price of Bitcoin be above $98,000 on November 16?",BTC,98000.0,above,104694.95,0.4528,0.733,0.0,0.5373,476643.12,2025-11-16,7,True
"Will the price of Bitcoin be above $100,000 on November 16?",BTC,100000.0,above,104694.95,0.4528,0.6539,0.0,0.4276,396287.76,2025-11-16,7,True
"Will the price of Bitcoin be above $102,000 on November 16?",BTC,102000.0,above,104694.95,0.4528,0.5613,0.0,0.3151,337034.54,2025-11-16,7,True
"Will the price of Bitcoin be above $104,000 on November 16?",BTC,104000.0,above,104694.95,0.4528,0.4568,0.0,0.2087,124987.28,2025-11-16,7,True
"Will the price of Bitcoin be above $106,000 on November 16?",BTC,106000.0,above,104694.95,0.4528,0.3647,0.0,0.133,130502.54,2025-11-16,7,False
"Will the price of Bitcoin be above $108,000 on November 16?",BTC,108000.0,above,104694.95,0.4528,0.2881,0.0,0.083,79984.14,2025-11-16,7,False
"Will the price of Bitcoin be above $110,000 on November 16?",BTC,110000.0,above,104694.95,0.4528,0.2247,0.0,0.0505,75114.03,2025-11-16,7,False
"Will the price of Bitcoin be above $112,000 on November 16?",BTC,112000.0,above,104694.95,0.4528,0.1728,0.0,0.0299,69361.8,2025-11-16,7,False
"Will the price of Bitcoin be above $114,000 on November 16?",BTC,114000.0,above,104694.95,0.4528,0.1309,0.0,0.0171,45792.03,2025-11-16,7,False
"Will the price of Bitcoin be above $110,000 on October 9?",BTC,110000.0,above,120621.32,0.3087,0.9389,1.0,0.0037,675173.42,2025-10-09,7,True
"Will the price of Bitcoin be above $112,000 on October 9?",BTC,112000.0,above,120621.32,0.3087,0.9005,1.0,0.0099,1246861.84,2025-10-09,7,True
"Will the price of Bitcoin be above $114,000 on October 9?",BTC,114000.0,above,120621.32,0.3087,0.8472,1.0,0.0233,112946.45,2025-10-09,7,True
"Will the price of Bitcoin be above $116,000 on October 9?",BTC,116000.0,above,120621.32,0.3087,0.7769,1.0,0.0498,57034.48,2025-10-09,7,True
"Will the price of Bitcoin be above $118,000 on October 9?",BTC,118000.0,above,120621.32,0.3087,0.6878,1.0,0.0974,53608.89,2025-10-09,7,True
"Will the price of Bitcoin be above $120,000 on October 9?",BTC,120000.0,above,120621.32,0.3087,0.5782,1.0,0.1779,149016.07,2025-10-09,7,True
"Will the price of Bitcoin be above $122,000 on October 9?",BTC,122000.0,above,120621.32,0.3087,0.4492,0.0,0.2018,236287.24,2025-10-09,7,False
"Will the price of Bitcoin be above $124,000 on October 9?",BTC,124000.0,above,120621.32,0.3087,0.3376,0.0,0.114,163154.24,2025-10-09,7,False
"Will the price of Bitcoin be above $126,000 on October 9?",BTC,126000.0,above,120621.32,0.3087,0.2487,0.0,0.0618,110833.55,2025-10-09,7,False
"Will the price of Bitcoin be above $128,000 on October 9?",BTC,128000.0,above,120621.32,0.3087,0.1787,0.0,0.0319,60210.67,2025-10-09,7,False
"Will the price of Bitcoin be above $130,000 on October 9?",BTC,130000.0,above,120621.32,0.3087,0.125,0.0,0.0156,29878.1,2025-10-09,7,False
Bitcoin above $117000 on August 15?,BTC,117000.0,above,116683.79,0.3352,0.4984,1.0,0.2516,2133457.43,2025-08-15,7,False
Bitcoin above $120000 on August 15?,BTC,120000.0,above,116683.79,0.3352,0.3325,0.0,0.1106,432734.95,2025-08-15,7,False
Bitcoin above $122000 on August 15?,BTC,122000.0,above,116683.79,0.3352,0.2484,0.0,0.0617,169757.8,2025-08-15,7,False
"Will the price of Bitcoin be above $110,000 on October 22?",BTC,110000.0,above,110804.12,0.3384,0.5044,0.0,0.2544,269990.64,2025-10-22,7,True
"Will the price of Bitcoin be above $112,000 on October 22?",BTC,112000.0,above,110804.12,0.3384,0.3813,0.0,0.1454,208462.16,2025-10-22,7,False
"Will the price of Bitcoin be above $100,000 on October 22?",BTC,100000.0,above,110804.12,0.3384,0.9201,1.0,0.0064,398759.89,2025-10-22,7,True
"Will the price of Bitcoin be above $102,000 on October 22?",BTC,102000.0,above,110804.12,0.3384,0.8735,1.0,0.016,162808.83,2025-10-22,7,True
"Will the price of Bitcoin be above $104,000 on October 22?",BTC,104000.0,above,110804.12,0.3384,0.8103,1.0,0.036,119848.33,2025-10-22,7,True
"Will the price of Bitcoin be above $106,000 on October 22?",BTC,106000.0,above,110804.12,0.3384,0.729,1.0,0.0734,231008.19,2025-10-22,7,True
"Will the price of Bitcoin be above $108,000 on October 22?",BTC,108000.0,above,110804.12,0.3384,0.6278,1.0,0.1385,427559.55,2025-10-22,7,True
"Will the price of Bitcoin be above $114,000 on October 22?",BTC,114000.0,above,110804.12,0.3384,0.2832,0.0,0.0802,103886.85,2025-10-22,7,False
"Will the price of Bitcoin be above $116,000 on October 22?",BTC,116000.0,above,110804.12,0.3384,0.2057,0.0,0.0423,373546.85,2025-10-22,7,False
"Will the price of Bitcoin be above $118,000 on October 22?",BTC,118000.0,above,110804.12,0.3384,0.1455,0.0,0.0212,204544.01,2025-10-22,7,False
"Will the price of Bitcoin be above $120,000 on October 22?",BTC,120000.0,above,110804.12,0.3384,0.1002,0.0,0.01,376233.1,2025-10-22,7,False
"Will the price of Bitcoin be above $98,000 on November 6?",BTC,98000.0,above,108308.18,0.4298,0.8606,1.0,0.0194,369902.25,2025-11-06,7,True
"Will the price of Bitcoin be above $100,000 on November 6?",BTC,100000.0,above,108308.18,0.4298,0.8067,1.0,0.0374,441819.49,2025-11-06,7,True
"Will the price of Bitcoin be above $102,000 on November 6?",BTC,102000.0,above,108308.18,0.4298,0.7409,0.0,0.5489,460582.74,2025-11-06,7,True
"Will the price of Bitcoin be above $104,000 on November 6?",BTC,104000.0,above,108308.18,0.4298,0.6622,0.0,0.4386,289581.79,2025-11-06,7,True
"Will the price of Bitcoin be above $106,000 on November 6?",BTC,106000.0,above,108308.18,0.4298,0.5699,0.0,0.3248,212523.64,2025-11-06,7,True
"Will the price of Bitcoin be above $108,000 on November 6?",BTC,108000.0,above,108308.18,0.4298,0.4643,0.0,0.2156,169977.95,2025-11-06,7,True
"Will the price of Bitcoin be above $110,000 on November 6?",BTC,110000.0,above,108308.18,0.4298,0.3698,0.0,0.1368,239817.64,2025-11-06,7,False
"Will the price of Bitcoin be above $112,000 on November 6?",BTC,112000.0,above,108308.18,0.4298,0.2914,0.0,0.0849,241238.84,2025-11-06,7,False
"Will the price of Bitcoin be above $114,000 on November 6?",BTC,114000.0,above,108308.18,0.4298,0.2265,0.0,0.0513,145958.45,2025-11-06,7,False
"Will the price of Bitcoin be above $116,000 on November 6?",BTC,116000.0,above,108308.18,0.4298,0.1735,0.0,0.0301,157176.3,2025-11-06,7,False
"Will the price of Bitcoin be above $118,000 on November 6?",BTC,118000.0,above,108308.18,0.4298,0.1307,0.0,0.0171,138196.14,2025-11-06,7,False
"Will the price of Ethereum be above $1,400 on March 3?",ETH,1400.0,above,1851.94,0.821,0.9289,1.0,0.0051,227768.19,2026-03-03,7,True
"Will the price of Ethereum be above $1,500 on March 3?",ETH,1500.0,above,1851.94,0.821,0.8621,1.0,0.019,147488.58,2026-03-03,7,True
"Will the price of Ethereum be above $1,800 on March 3?",ETH,1800.0,above,1851.94,0.821,0.4778,1.0,0.2727,240578.86,2026-03-03,7,True
"Will the price of Ethereum be above $2,100 on March 3?",ETH,2100.0,above,1851.94,0.821,0.1553,0.0,0.0241,262369.74,2026-03-03,7,False
"Will the price of Ethereum be above $1,600 on March 3?",ETH,1600.0,above,1851.94,0.821,0.7653,1.0,0.0551,173174.44,2026-03-03,7,True
"Will the price of Ethereum be above $1,700 on March 3?",ETH,1700.0,above,1851.94,0.821,0.6375,1.0,0.1314,220729.63,2026-03-03,7,True
"Will the price of Ethereum be above $2,200 on March 3?",ETH,2200.0,above,1851.94,0.821,0.1018,0.0,0.0104,205118.61,2026-03-03,7,False
"Will the price of Ethereum be above $2,300 on March 3?",ETH,2300.0,above,1851.94,0.821,0.0651,0.0,0.0042,200027.0,2026-03-03,7,False
"Will the price of Ethereum be above $2,400 on March 3?",ETH,2400.0,above,1851.94,0.821,0.0407,0.0,0.0017,407226.0,2026-03-03,7,False
"Will the price of Ethereum be above $1,900 on March 3?",ETH,1900.0,above,1851.94,0.821,0.3352,1.0,0.4419,297425.79,2026-03-03,7,False
"Will the price of Ethereum be above $2,000 on March 3?",ETH,2000.0,above,1851.94,0.821,0.2309,0.0,0.0533,457745.79,2026-03-03,7,False
"Will the price of Bitcoin be above $104,000 on November 4?",BTC,104000.0,above,112906.75,0.4114,0.8398,0.0,0.7053,686712.16,2025-11-04,7,True
"Will the price of Bitcoin be above $110,000 on November 4?",BTC,110000.0,above,112906.75,0.4114,0.6276,0.0,0.3939,231377.1,2025-11-04,7,True
"Will the price of Bitcoin be above $112,000 on November 4?",BTC,112000.0,above,112906.75,0.4114,0.53,0.0,0.2809,134519.11,2025-11-04,7,True
"Will the price of Bitcoin be above $114,000 on November 4?",BTC,114000.0,above,112906.75,0.4114,0.4258,0.0,0.1813,103430.32,2025-11-04,7,False
"Will the price of Bitcoin be above $116,000 on November 4?",BTC,116000.0,above,112906.75,0.4114,0.3381,0.0,0.1143,77775.55,2025-11-04,7,False
"Will the price of Bitcoin be above $118,000 on November 4?",BTC,118000.0,above,112906.75,0.4114,0.2652,0.0,0.0703,74591.18,2025-11-04,7,False
"Will the price of Bitcoin be above $122,000 on November 4?",BTC,122000.0,above,112906.75,0.4114,0.1562,0.0,0.0244,39190.31,2025-11-04,7,False
"Will the price of Bitcoin be above $106,000 on November 4?",BTC,106000.0,above,112906.75,0.4114,0.7815,0.0,0.6108,461809.91,2025-11-04,7,True
"Will the price of Bitcoin be above $108,000 on November 4?",BTC,108000.0,above,112906.75,0.4114,0.7111,0.0,0.5056,359968.4,2025-11-04,7,True
"Will the price of Bitcoin be above $120,000 on November 4?",BTC,120000.0,above,112906.75,0.4114,0.2051,0.0,0.0421,58625.29,2025-11-04,7,False
"Will the price of Bitcoin be above $124,000 on November 4?",BTC,124000.0,above,112906.75,0.4114,0.117,0.0,0.0137,595957.41,2025-11-04,7,False
"Will Ethereum reach $3,000 in October? ",ETH,3000.0,above,2533.99,0.6506,0.0782,0.0,0.0061,1382860.13,2024-10-31,7,False
"Will Ethereum reach $2,750 in October?",ETH,2750.0,above,2533.99,0.6506,0.2099,1.0,0.6243,262451.36,2024-10-31,7,False
"Will Ethereum reach $2,250 in October?",ETH,2250.0,below,2533.99,0.6506,0.2042,0.0,0.0417,790822.05,2024-10-31,7,False
"Will Ethereum reach $2,000 in October?",ETH,2000.0,below,2533.99,0.6506,0.0499,0.0,0.0025,381782.69,2024-10-31,7,False
"Will the price of Bitcoin be above $98,000 on October 23?",BTC,98000.0,above,108198.0,0.3519,0.8987,1.0,0.0103,244576.9,2025-10-23,7,True
"Will the price of Bitcoin be above $100,000 on October 23?",BTC,100000.0,above,108198.0,0.3519,0.8447,1.0,0.0241,146433.57,2025-10-23,7,True
"Will the price of Bitcoin be above $102,000 on October 23?",BTC,102000.0,above,108198.0,0.3519,0.7736,1.0,0.0512,195226.29,2025-10-23,7,True
"Will the price of Bitcoin be above $104,000 on October 23?",BTC,104000.0,above,108198.0,0.3519,0.6841,1.0,0.0998,122682.71,2025-10-23,7,True
"Will the price of Bitcoin be above $106,000 on October 23?",BTC,106000.0,above,108198.0,0.3519,0.5743,1.0,0.1812,137933.44,2025-10-23,7,True
"Will the price of Bitcoin be above $108,000 on October 23?",BTC,108000.0,above,108198.0,0.3519,0.4461,1.0,0.3068,206288.06,2025-10-23,7,True
"Will the price of Bitcoin be above $110,000 on October 23?",BTC,110000.0,above,108198.0,0.3519,0.3361,0.0,0.113,342453.45,2025-10-23,7,False
"Will the price of Bitcoin be above $112,000 on October 23?",BTC,112000.0,above,108198.0,0.3519,0.2484,0.0,0.0617,188238.15,2025-10-23,7,False
"Will the price of Bitcoin be above $114,000 on October 23?",BTC,114000.0,above,108198.0,0.3519,0.1794,0.0,0.0322,171133.19,2025-10-23,7,False
"Will the price of Bitcoin be above $116,000 on October 23?",BTC,116000.0,above,108198.0,0.3519,0.1262,0.0,0.0159,138930.2,2025-10-23,7,False
"Will the price of Bitcoin be above $118,000 on October 23?",BTC,118000.0,above,108198.0,0.3519,0.0864,0.0,0.0075,915944.61,2025-10-23,7,False
Will Ethereum hit $3000 by Friday?,ETH,3000.0,below,3299.99,0.7172,0.2585,0.0,0.0668,2803659.38,2025-02-07,7,False
Bitcoin above $106K on August 27?,BTC,106000.0,above,114276.0,0.3181,0.8728,1.0,0.0162,252108.6,2025-08-27,7,True
Bitcoin above $108K on August 27?,BTC,108000.0,above,114276.0,0.3181,0.8077,1.0,0.037,244960.85,2025-08-27,7,True
Bitcoin above $110K on August 27?,BTC,110000.0,above,114276.0,0.3181,0.7233,1.0,0.0766,446534.55,2025-08-27,7,True
Bitcoin above $112K on August 27?,BTC,112000.0,above,114276.0,0.3181,0.6178,0.0,0.3816,1186449.42,2025-08-27,7,True
Bitcoin above $114K on August 27?,BTC,114000.0,above,114276.0,0.3181,0.4885,0.0,0.2386,267794.61,2025-08-27,7,True
Bitcoin above $116K on August 27?,BTC,116000.0,above,114276.0,0.3181,0.3655,0.0,0.1336,163775.54,2025-08-27,7,False
Bitcoin above $118K on August 27?,BTC,118000.0,above,114276.0,0.3181,0.2681,0.0,0.0719,127471.52,2025-08-27,7,False
Bitcoin above $120K on August 27?,BTC,120000.0,above,114276.0,0.3181,0.1918,0.0,0.0368,97318.96,2025-08-27,7,False
"Bitcoin above $118,000 on July 18?",BTC,118000.0,above,117582.16,0.3519,0.5273,0.0,0.278,2776079.62,2025-07-18,7,False
"Will the price of Bitcoin be above $96,000 on October 24?",BTC,96000.0,above,106463.3,0.3654,0.8977,1.0,0.0105,229006.36,2025-10-24,7,True
"Will the price of Bitcoin be above $98,000 on October 24?",BTC,98000.0,above,106463.3,0.3654,0.8443,1.0,0.0242,197954.8,2025-10-24,7,True
"Will the price of Bitcoin be above $100,000 on October 24?",BTC,100000.0,above,106463.3,0.3654,0.7746,1.0,0.0508,167056.7,2025-10-24,7,True
"Will the price of Bitcoin be above $102,000 on October 24?",BTC,102000.0,above,106463.3,0.3654,0.6871,1.0,0.0979,186601.72,2025-10-24,7,True
"Will the price of Bitcoin be above $104,000 on October 24?",BTC,104000.0,above,106463.3,0.3654,0.5803,1.0,0.1762,197289.92,2025-10-24,7,True
"Will the price of Bitcoin be above $106,000 on October 24?",BTC,106000.0,above,106463.3,0.3654,0.4547,1.0,0.2974,227937.69,2025-10-24,7,True
"Will the price of Bitcoin be above $108,000 on October 24?",BTC,108000.0,above,106463.3,0.3654,0.345,1.0,0.429,225766.81,2025-10-24,7,False
"Will the price of Bitcoin be above $110,000 on October 24?",BTC,110000.0,above,106463.3,0.3654,0.2572,1.0,0.5518,597547.98,2025-10-24,7,False
"Will the price of Bitcoin be above $112,000 on October 24?",BTC,112000.0,above,106463.3,0.3654,0.1876,0.0,0.0352,329328.87,2025-10-24,7,False
"Will the price of Bitcoin be above $114,000 on October 24?",BTC,114000.0,above,106463.3,0.3654,0.1336,0.0,0.0178,229572.62,2025-10-24,7,False
"Will the price of Bitcoin be above $116,000 on October 24?",BTC,116000.0,above,106463.3,0.3654,0.0927,0.0,0.0086,163800.53,2025-10-24,7,False
"Will the price of Bitcoin be above $112,000 on October 17?",BTC,112000.0,above,112980.28,0.3161,0.5398,0.0,0.2914,322580.32,2025-10-17,7,True
"Will the price of Bitcoin be above $114,000 on October 17?",BTC,114000.0,above,112980.28,0.3161,0.4061,0.0,0.1649,163456.55,2025-10-17,7,False
"Will the price of Bitcoin be above $110,000 on October 17?",BTC,110000.0,above,112980.28,0.3161,0.6617,0.0,0.4379,415769.22,2025-10-17,7,True
"Will the price of Bitcoin be above $116,000 on October 17?",BTC,116000.0,above,112980.28,0.3161,0.2985,0.0,0.0891,402200.46,2025-10-17,7,False
"Will the price of Bitcoin be above $124,000 on October 17?",BTC,124000.0,above,112980.28,0.3161,0.066,0.0,0.0044,52806.97,2025-10-17,7,False
"Will the price of Bitcoin be above $108,000 on October 17?",BTC,108000.0,above,112980.28,0.3161,0.7603,0.0,0.578,402226.31,2025-10-17,7,True
"Will the price of Bitcoin be above $118,000 on October 17?",BTC,118000.0,above,112980.28,0.3161,0.2142,0.0,0.0459,142153.0,2025-10-17,7,False
"Will the price of Bitcoin be above $120,000 on October 17?",BTC,120000.0,above,112980.28,0.3161,0.1493,0.0,0.0223,77270.62,2025-10-17,7,False
"Will the price of Bitcoin be above $122,000 on October 17?",BTC,122000.0,above,112980.28,0.3161,0.1009,0.0,0.0102,542067.99,2025-10-17,7,False
"Will the price of Bitcoin be above $126,000 on October 17?",BTC,126000.0,above,112980.28,0.3161,0.0417,0.0,0.0017,108228.5,2025-10-17,7,False
"Will the price of Bitcoin be above $128,000 on October 17?",BTC,128000.0,above,112980.28,0.3161,0.0255,0.0,0.0007,121883.35,2025-10-17,7,False
Will the price of Ethereum be less than $2400 on May 23?,ETH,2400.0,below,2538.02,0.8263,0.3637,0.0,0.1323,466000.3,2025-05-23,7,False
Will the price of Ethereum be between $2400 and $2500 on May 23?,ETH,2400.0,below,2538.02,0.8263,0.3637,0.0,0.1323,475601.5,2025-05-23,7,False
Will the price of Ethereum be between $2500 and $2600 on May 23?,ETH,2500.0,above,2538.02,0.8263,0.5268,1.0,0.2239,538474.31,2025-05-23,7,True
Will the price of Ethereum be between $2600 and $2700 on May 23?,ETH,2600.0,above,2538.02,0.8263,0.413,0.0,0.1705,532151.53,2025-05-23,7,False
Will the price of Ethereum be between $2700 and $2800 on May 23?,ETH,2700.0,above,2538.02,0.8263,0.3209,0.0,0.103,405926.56,2025-05-23,7,False
Will the price of Ethereum be greater than $2800 on May 23?,ETH,2800.0,above,2538.02,0.8263,0.247,0.0,0.061,323661.9,2025-05-23,7,False
